DZCode,DataZoneArea,ClosestED,RouteLength_km,Population
N20001932,Faughan_F4,Altnagelvin,7.32,521
N20001933,Faughan_F5,Altnagelvin,7.49,627
N20001934,Faughan_F6,Altnagelvin,7.86,589
N20001935,Faughan_G3,Altnagelvin,4.65,620
N20001936,Faughan_E4,Altnagelvin,9.22,629
N20001937,Faughan_E5,Altnagelvin,6.16,458
N20001938,Faughan_E6,Altnagelvin,6.04,450
N20001939,Faughan_G4,Altnagelvin,9.58,366
N20001940,Faughan_G5,Altnagelvin,9.06,247
N20001941,Faughan_G6,Altnagelvin,11.91,384
N20001942,Faughan_H1,Altnagelvin,13.06,583
N20001943,Faughan_H2,Altnagelvin,12.92,256
N20001944,Faughan_H3,Altnagelvin,12.28,496
N20001945,Faughan_G7,Altnagelvin,14.88,411
N20001946,Sperrin_A1,Altnagelvin,15.99,842
N20001947,Sperrin_B1,Altnagelvin,10.92,603
N20001948,Sperrin_B2,Altnagelvin,15.04,660
N20001949,Sperrin_A2,Altnagelvin,19.84,845
N20001950,Sperrin_B3,Altnagelvin,15.54,549
N20001951,Sperrin_B4,Altnagelvin,20.01,546
N20001952,Sperrin_C1,Altnagelvin,16.70,567
N20001953,Sperrin_A3,Altnagelvin,21.40,435
N20001954,Sperrin_F1,Altnagelvin,19.89,663
N20001955,Sperrin_B5,Altnagelvin,22.60,620
N20001956,Sperrin_F2,Altnagelvin,20.35,585
N20001957,Sperrin_C2,Altnagelvin,19.72,235
N20001958,Sperrin_C3,Altnagelvin,22.53,215
N20001959,Sperrin_C4,Altnagelvin,25.97,527
N20001960,Sperrin_D1,Altnagelvin,22.04,428
N20001961,Sperrin_C5,Altnagelvin,21.56,547
N20001962,Sperrin_D2,Altnagelvin,22.80,501
N20001963,Sperrin_D3,Altnagelvin,23.51,355
N20001964,Sperrin_D4,Altnagelvin,25.04,415
N20001965,Sperrin_E1,Altnagelvin,24.22,257
N20001966,Sperrin_D5,Altnagelvin,24.60,599
N20001967,Sperrin_D6,Altnagelvin,25.17,592
N20001968,Sperrin_C6,Altnagelvin,22.38,417
N20001969,Sperrin_E2,Altnagelvin,24.19,352
N20001970,Sperrin_E3,Altnagelvin,24.53,408
N20001971,Sperrin_F3,Altnagelvin,22.89,674
N20001972,Sperrin_E4,Altnagelvin,24.36,376
N20001973,Sperrin_G1,Altnagelvin,24.69,424
N20001974,Sperrin_H1,Altnagelvin,25.06,428
N20001975,Sperrin_G2,Altnagelvin,24.49,378
N20001976,Sperrin_H2,Altnagelvin,24.61,556
N20001977,Sperrin_H3,Altnagelvin,25.16,510
N20001978,Sperrin_G3,Altnagelvin,24.87,477
N20001979,Sperrin_G4,Altnagelvin,25.13,433
N20001980,Sperrin_H4,Altnagelvin,25.29,526
N20001981,Sperrin_F4,Altnagelvin,50.91,413
N20001982,Sperrin_G5,Altnagelvin,25.17,487
N20001983,Sperrin_G6,Altnagelvin,25.08,522
N20001984,Sperrin_H5,Altnagelvin,25.76,473
N20001985,Sperrin_H6,Altnagelvin,26.16,437
N20001986,Sperrin_J1,Altnagelvin,26.12,678
N20001987,Sperrin_J2,Altnagelvin,26.15,761
N20001988,Sperrin_K1,Altnagelvin,27.14,755
N20001989,Sperrin_F5,Altnagelvin,36.83,713
N20001990,Sperrin_K2,Altnagelvin,36.65,803
N20001991,Sperrin_K3,Altnagelvin,33.63,470
N20001992,Sperrin_K4,Altnagelvin,32.60,426
N20001993,Sperrin_K5,Altnagelvin,34.44,237
N20001994,Derg_A1,Altnagelvin,25.26,518
N20001995,Derg_A2,Altnagelvin,25.60,473
N20001996,Derg_A3,Altnagelvin,25.77,501
N20001997,Derg_A4,Altnagelvin,26.53,643
N20001998,Derg_C1,Altnagelvin,27.54,726
N20001999,Derg_C2,Altnagelvin,30.43,298
N20002000,Derg_B1,Altnagelvin,28.80,506
N20002001,Derg_B2,Altnagelvin,28.91,525
N20002002,Derg_B3,Altnagelvin,29.22,401
N20002003,Derg_C3,Altnagelvin,32.75,312
N20002004,Derg_B4,Altnagelvin,29.42,546
N20002005,Derg_C4,Altnagelvin,31.68,554
N20002006,Derg_C5,Altnagelvin,31.32,553
N20002007,Derg_D1,Altnagelvin,33.36,583
N20002008,Derg_D2,Altnagelvin,41.75,617
N20002009,Derg_E1,Altnagelvin,38.89,425
N20002010,Derg_E2,Altnagelvin,38.74,438
N20002011,Derg_E3,Altnagelvin,39.41,562
N20002012,Derg_F1,Altnagelvin,43.63,372
N20002013,Derg_D3,Altnagelvin,40.11,708
N20002014,Derg_F2,Altnagelvin,43.63,534
N20002015,Derg_H1,Altnagelvin,44.74,533
N20002016,Derg_F3,Altnagelvin,43.43,347
N20002017,Derg_G1,Altnagelvin,41.89,554
N20002018,Derg_F4,Altnagelvin,43.96,407
N20002019,Derg_H2,Altnagelvin,48.23,484
N20002020,Derg_F5,Altnagelvin,43.51,439
N20002021,Derg_F6,Altnagelvin,42.86,354
N20002022,Derg_F7,Altnagelvin,42.77,527
N20002023,Derg_H3,Altnagelvin,50.48,589
N20002024,Derg_G2,Altnagelvin,40.77,681
N20002025,Derg_G3,South West Acute Hospital,44.40,698
N20002026,Derg_H4,South West Acute Hospital,54.44,443
N20002027,Derg_H5,South West Acute Hospital,47.86,406
N20002028,Derg_H6,Altnagelvin,52.01,553
N20002029,Erne_East_A1,South West Acute Hospital,22.88,662
N20002030,Erne_East_A2,South West Acute Hospital,25.23,577
N20000018,Dunsilly_E3,South West Acute Hospital,34.57,486
N20002032,Erne_East_A3,South West Acute Hospital,13.45,594
N20002033,Erne_East_A4,South West Acute Hospital,18.75,329
N20002034,Erne_East_C1,South West Acute Hospital,17.76,360
N20002035,Erne_East_C2,South West Acute Hospital,16.11,462
N20002036,Erne_East_C3,South West Acute Hospital,16.93,478
N20002037,Erne_East_B2,South West Acute Hospital,46.13,807
N20002038,Erne_East_B3,South West Acute Hospital,39.63,831
N20002039,Erne_East_A5,South West Acute Hospital,12.70,698
N20002040,Erne_East_D1,South West Acute Hospital,19.96,754
N20002041,Erne_East_C4,South West Acute Hospital,18.72,598
N20002042,Erne_East_D2,South West Acute Hospital,20.01,524
N20002043,Erne_East_D3,South West Acute Hospital,20.62,325
N20002044,Erne_East_E1,South West Acute Hospital,22.60,524
N20002045,Erne_East_D4,South West Acute Hospital,35.80,340
N20002046,Erne_East_D5,South West Acute Hospital,21.77,638
N20002047,Erne_East_D6,South West Acute Hospital,35.15,440
N20002048,Erne_East_E2,South West Acute Hospital,30.17,596
N20002049,Erne_East_B4,South West Acute Hospital,42.65,461
N20002050,Erne_East_E3,South West Acute Hospital,38.39,488
N20002051,Erne_East_F1,South West Acute Hospital,31.93,695
N20002052,Erne_East_E4,South West Acute Hospital,36.48,599
N20002053,Erne_East_E5,South West Acute Hospital,33.43,568
N20002054,Erne_East_F2,South West Acute Hospital,30.74,579
N20002055,Erne_East_F3,South West Acute Hospital,32.94,812
N20000020,Dunsilly_D5,South West Acute Hospital,40.30,562
N20002057,Erne_West_A1,South West Acute Hospital,28.72,599
N20002058,Erne_West_A2,South West Acute Hospital,44.57,724
N20002059,Erne_West_A3,South West Acute Hospital,41.56,411
N20002060,Erne_West_B1,South West Acute Hospital,16.63,628
N20002061,Erne_West_C1,South West Acute Hospital,11.98,878
N20002062,Erne_West_D1,South West Acute Hospital,14.36,584
N20002063,Erne_West_A4,South West Acute Hospital,34.32,536
N20002064,Erne_West_D2,South West Acute Hospital,11.02,459
N20002065,Erne_West_C2,South West Acute Hospital,8.09,723
N20002066,Erne_West_B2,South West Acute Hospital,25.91,947
N20002067,Erne_West_D3,South West Acute Hospital,14.68,483
N20002068,Erne_West_C3,South West Acute Hospital,8.31,664
N20002069,Erne_West_E1,South West Acute Hospital,9.09,805
N20002070,Erne_West_E2,South West Acute Hospital,11.74,448
N20002071,Erne_West_C4,South West Acute Hospital,12.66,649
N20000021,Dunsilly_E4,South West Acute Hospital,22.19,545
N20002073,Erne_West_D5,South West Acute Hospital,16.36,687
N20002074,Erne_West_F1,South West Acute Hospital,22.05,491
N20002075,Erne_West_E3,South West Acute Hospital,18.33,543
N20002076,Erne_West_F2,South West Acute Hospital,23.61,518
N20002077,Erne_West_E4,South West Acute Hospital,21.90,701
N20002078,Erne_West_F3,South West Acute Hospital,25.73,457
N20002079,Erne_West_F4,South West Acute Hospital,25.99,723
N20002080,Erne_West_F5,South West Acute Hospital,29.51,528
N20002081,Enniskillen_A1,South West Acute Hospital,12.46,504
N20002082,Enniskillen_A2,South West Acute Hospital,7.89,420
N20002083,Enniskillen_A3,South West Acute Hospital,8.06,464
N20002084,Enniskillen_A4,South West Acute Hospital,2.28,528
N20002085,Enniskillen_D1,South West Acute Hospital,5.12,230
N20002086,Enniskillen_B1,South West Acute Hospital,0.46,730
N20002087,Enniskillen_D2,South West Acute Hospital,5.08,569
N20002088,Enniskillen_F1,South West Acute Hospital,1.86,530
N20002089,Enniskillen_B2,South West Acute Hospital,0.95,330
N20002090,Enniskillen_C1,South West Acute Hospital,5.71,570
N20002091,Enniskillen_B3,South West Acute Hospital,1.20,405
N20002092,Enniskillen_C2,South West Acute Hospital,2.60,586
N20002093,Enniskillen_C3,South West Acute Hospital,2.38,589
N20002094,Enniskillen_D3,South West Acute Hospital,3.96,588
N20002095,Enniskillen_B4,South West Acute Hospital,1.75,561
N20002096,Enniskillen_E1,South West Acute Hospital,3.04,333
N20002097,Enniskillen_C4,South West Acute Hospital,4.99,481
N20002098,Enniskillen_B5,South West Acute Hospital,1.61,641
N20002099,Enniskillen_F2,South West Acute Hospital,1.88,381
N20002100,Enniskillen_G1,South West Acute Hospital,6.53,521
N20002101,Enniskillen_E2,South West Acute Hospital,2.33,222
N20002102,Enniskillen_F3,South West Acute Hospital,3.47,514
N20002103,Enniskillen_E3,South West Acute Hospital,3.14,406
N20002104,Enniskillen_F4,South West Acute Hospital,3.93,427
N20002105,Enniskillen_E4,South West Acute Hospital,2.91,268
N20002106,Enniskillen_D4,South West Acute Hospital,4.71,499
N20002107,Enniskillen_E5,South West Acute Hospital,2.56,378
N20002108,Enniskillen_D5,South West Acute Hospital,3.09,591
N20002109,Enniskillen_G2,South West Acute Hospital,13.44,483
N20002110,Enniskillen_H1,South West Acute Hospital,3.45,264
N20002111,Enniskillen_H2,South West Acute Hospital,3.26,475
N20002112,Enniskillen_H3,South West Acute Hospital,4.28,339
N20002113,Enniskillen_F5,South West Acute Hospital,4.09,488
N20002114,Enniskillen_H4,South West Acute Hospital,4.14,359
N20002115,Enniskillen_H5,South West Acute Hospital,4.92,354
N20002116,Enniskillen_H6,South West Acute Hospital,5.64,526
N20002117,Enniskillen_G3,South West Acute Hospital,10.19,455
N20002118,Enniskillen_G4,South West Acute Hospital,11.48,395
N20002119,Enniskillen_G5,South West Acute Hospital,10.75,485
N20002120,Enniskillen_G6,South West Acute Hospital,7.28,561
N20002121,Erne_North_B1,South West Acute Hospital,24.92,633
N20002122,Erne_North_A1,South West Acute Hospital,24.43,668
N20002123,Erne_North_C1,South West Acute Hospital,25.05,520
N20002124,Erne_North_A2,South West Acute Hospital,22.22,523
N20002125,Erne_North_B2,South West Acute Hospital,36.65,484
N20002126,Erne_North_A3,South West Acute Hospital,19.80,516
N20002127,Erne_North_A4,South West Acute Hospital,21.19,576
N20002128,Erne_North_B3,South West Acute Hospital,41.47,463
N20002129,Erne_North_C2,South West Acute Hospital,15.94,616
N20002130,Erne_North_C3,South West Acute Hospital,17.30,663
N20002131,Erne_North_B4,South West Acute Hospital,47.48,431
N20002132,Erne_North_D1,South West Acute Hospital,13.25,449
N20002133,Erne_North_D2,South West Acute Hospital,13.32,554
N20002134,Erne_North_D3,South West Acute Hospital,13.12,424
N20002135,Erne_North_D4,South West Acute Hospital,13.29,351
N20002136,Erne_North_D5,South West Acute Hospital,13.02,152
N20002137,Erne_North_B5,South West Acute Hospital,38.76,524
N20002138,Erne_North_D6,South West Acute Hospital,12.17,397
N20002139,Erne_North_F1,South West Acute Hospital,15.60,644
N20002140,Erne_North_E1,South West Acute Hospital,7.89,463
N20002141,Erne_North_E2,South West Acute Hospital,7.57,379
N20002142,Erne_North_F2,South West Acute Hospital,21.30,697
N20002143,Erne_North_E3,South West Acute Hospital,6.60,522
N20000022,Dunsilly_C3,South West Acute Hospital,13.46,441
N20002145,Erne_North_G1,South West Acute Hospital,6.08,580
N20002146,Erne_North_G2,South West Acute Hospital,15.79,458
N20002147,Erne_North_F4,South West Acute Hospital,18.91,635
N20002148,Erne_North_G3,South West Acute Hospital,12.00,643
N20002149,Erne_North_G4,South West Acute Hospital,3.00,449
N20002150,West_Tyrone_A1,Altnagelvin,44.18,386
N20002151,West_Tyrone_A2,South West Acute Hospital,46.45,541
N20002152,West_Tyrone_B1,South West Acute Hospital,37.84,513
N20002153,West_Tyrone_A3,South West Acute Hospital,39.23,526
N20002154,West_Tyrone_B2,South West Acute Hospital,34.99,518
N20002155,West_Tyrone_B3,South West Acute Hospital,34.82,655
N20002156,West_Tyrone_A4,South West Acute Hospital,43.33,574
N20002157,West_Tyrone_C1,South West Acute Hospital,31.73,588
N20002158,West_Tyrone_A5,South West Acute Hospital,37.20,474
N20002159,West_Tyrone_C2,South West Acute Hospital,32.41,381
N20002160,West_Tyrone_E1,South West Acute Hospital,26.34,691
N20002161,West_Tyrone_C3,South West Acute Hospital,31.75,778
N20002162,West_Tyrone_E2,South West Acute Hospital,26.87,562
N20002163,West_Tyrone_E3,South West Acute Hospital,26.36,377
N20002164,West_Tyrone_F1,South West Acute Hospital,34.43,857
N20002165,West_Tyrone_C4,South West Acute Hospital,31.71,598
N20002166,West_Tyrone_G1,South West Acute Hospital,25.36,319
N20002167,West_Tyrone_G2,South West Acute Hospital,25.23,287
N20002168,West_Tyrone_F2,South West Acute Hospital,39.48,713
N20002169,West_Tyrone_G3,South West Acute Hospital,25.01,350
N20002170,West_Tyrone_D1,South West Acute Hospital,30.84,362
N20002171,West_Tyrone_D2,South West Acute Hospital,31.29,552
N20002172,West_Tyrone_D3,South West Acute Hospital,30.32,303
N20002173,West_Tyrone_F3,South West Acute Hospital,42.69,550
N20002174,West_Tyrone_G4,South West Acute Hospital,21.99,666
N20002175,West_Tyrone_E4,South West Acute Hospital,20.51,561
N20002176,West_Tyrone_F4,South West Acute Hospital,35.10,746
N20002177,West_Tyrone_C5,South West Acute Hospital,30.48,608
N20002178,West_Tyrone_G5,South West Acute Hospital,19.86,531
N20002179,West_Tyrone_G6,South West Acute Hospital,19.71,457
N20002180,West_Tyrone_E5,South West Acute Hospital,13.75,581
N20002181,Omagh_C1,South West Acute Hospital,41.26,580
N20002182,Omagh_A1,South West Acute Hospital,42.09,574
N20002183,Omagh_B1,South West Acute Hospital,40.91,783
N20002184,Omagh_B2,South West Acute Hospital,40.82,448
N20002185,Omagh_A2,South West Acute Hospital,41.58,349
N20002186,Omagh_A3,South West Acute Hospital,40.89,311
N20002187,Omagh_A4,South West Acute Hospital,41.95,558
N20002188,Omagh_C2,South West Acute Hospital,40.84,270
N20002189,Omagh_A5,South West Acute Hospital,40.94,393
N20002190,Omagh_A6,South West Acute Hospital,42.43,668
N20002191,Omagh_A7,South West Acute Hospital,41.54,359
N20002192,Omagh_D1,South West Acute Hospital,40.64,557
N20002193,Omagh_C3,South West Acute Hospital,40.16,523
N20002194,Omagh_C4,South West Acute Hospital,44.93,458
N20002195,Omagh_D2,South West Acute Hospital,40.33,492
N20002196,Omagh_E1,South West Acute Hospital,41.83,697
N20002197,Omagh_E2,South West Acute Hospital,41.20,388
N20002198,Omagh_D3,South West Acute Hospital,39.62,341
N20002199,Omagh_D4,South West Acute Hospital,40.08,280
N20002200,Omagh_E3,South West Acute Hospital,41.61,509
N20002201,Omagh_G1,South West Acute Hospital,41.11,293
N20002202,Omagh_C5,South West Acute Hospital,44.85,482
N20002203,Omagh_F1,South West Acute Hospital,45.17,298
N20002204,Omagh_F2,South West Acute Hospital,39.14,341
N20002205,Omagh_H1,South West Acute Hospital,39.09,267
N20002206,Omagh_E4,South West Acute Hospital,41.54,290
N20002207,Omagh_E5,South West Acute Hospital,42.82,451
N20002208,Omagh_H2,South West Acute Hospital,40.60,351
N20002209,Omagh_G2,South West Acute Hospital,40.26,387
N20002210,Omagh_F3,South West Acute Hospital,38.23,587
N20002211,Omagh_G3,South West Acute Hospital,40.39,362
N20002212,Omagh_H3,South West Acute Hospital,38.35,372
N20002213,Omagh_H4,South West Acute Hospital,38.48,704
N20002214,Omagh_C6,South West Acute Hospital,37.73,436
N20002215,Omagh_F4,South West Acute Hospital,37.81,541
N20002216,Omagh_H5,South West Acute Hospital,40.60,658
N20002217,Omagh_G4,South West Acute Hospital,42.77,453
N20002218,Omagh_G5,South West Acute Hospital,40.93,483
N20002219,Omagh_H6,South West Acute Hospital,38.05,695
N20002220,Omagh_G6,South West Acute Hospital,41.38,490
N20002221,Mid_Tyrone_A1,Altnagelvin,46.69,554
N20002222,Mid_Tyrone_B1,Altnagelvin,41.39,409
N20002223,Mid_Tyrone_A2,Altnagelvin,47.17,568
N20002224,Mid_Tyrone_A3,Altnagelvin,52.66,565
N20002225,Mid_Tyrone_B2,Altnagelvin,47.18,470
N20002226,Mid_Tyrone_B3,Altnagelvin,44.30,694
N20002227,Mid_Tyrone_B4,Altnagelvin,47.94,436
N20002228,Mid_Tyrone_A4,South West Acute Hospital,53.83,518
N20002229,Mid_Tyrone_B5,Altnagelvin,50.33,433
N20002230,Mid_Tyrone_B6,South West Acute Hospital,44.02,436
N20002231,Mid_Tyrone_A5,Craigavon Area Hospital,55.89,756
N20002232,Mid_Tyrone_D1,South West Acute Hospital,45.20,424
N20002233,Mid_Tyrone_C1,South West Acute Hospital,42.00,633
N20002234,Mid_Tyrone_D2,South West Acute Hospital,48.12,471
N20002235,Mid_Tyrone_D3,South West Acute Hospital,52.16,537
N20002236,Mid_Tyrone_C2,South West Acute Hospital,41.33,683
N20002237,Mid_Tyrone_E1,South West Acute Hospital,55.69,751
N20002238,Mid_Tyrone_C3,South West Acute Hospital,42.68,662
N20002239,Mid_Tyrone_D4,South West Acute Hospital,52.61,658
N20002240,Mid_Tyrone_E2,Craigavon Area Hospital,50.46,655
N20002241,Mid_Tyrone_E3,Craigavon Area Hospital,53.83,340
N20002242,Mid_Tyrone_D5,South West Acute Hospital,47.15,671
N20002243,Mid_Tyrone_E4,South West Acute Hospital,49.95,495
N20002244,Mid_Tyrone_G1,South West Acute Hospital,47.88,477
N20002245,Mid_Tyrone_F1,South West Acute Hospital,41.28,681
N20002246,Mid_Tyrone_F2,South West Acute Hospital,46.82,545
N20002247,Mid_Tyrone_G2,South West Acute Hospital,44.13,612
N20002248,Mid_Tyrone_E5,Craigavon Area Hospital,56.34,836
N20002249,Mid_Tyrone_F3,South West Acute Hospital,42.07,588
N20002250,Mid_Tyrone_G3,South West Acute Hospital,46.04,508
N20002251,Mid_Tyrone_G4,South West Acute Hospital,51.35,523
N20002252,Downshire_West_A1,Royal Victoria Hospital,12.33,535
N20002253,Downshire_West_A2,Royal Victoria Hospital,12.75,296
N20002254,Downshire_West_A3,Royal Victoria Hospital,12.24,486
N20002255,Downshire_West_A4,Royal Victoria Hospital,12.61,274
N20002256,Downshire_West_A5,Royal Victoria Hospital,15.45,438
N20002257,Downshire_West_A6,Royal Victoria Hospital,15.15,629
N20002258,Downshire_West_B1,Royal Victoria Hospital,16.93,583
N20002259,Downshire_West_B2,Royal Victoria Hospital,18.06,493
N20002260,Downshire_West_B3,Royal Victoria Hospital,15.29,536
N20002261,Downshire_West_B4,Royal Victoria Hospital,17.84,480
N20002262,Downshire_West_C1,Craigavon Area Hospital,13.94,484
N20002263,Downshire_West_D1,Craigavon Area Hospital,14.27,424
N20002264,Downshire_West_C2,Craigavon Area Hospital,13.89,510
N20002265,Downshire_West_D2,Craigavon Area Hospital,13.97,260
N20002266,Downshire_West_C3,Craigavon Area Hospital,14.13,525
N20002267,Downshire_West_D3,Craigavon Area Hospital,13.62,305
N20002268,Downshire_West_G1,Craigavon Area Hospital,15.39,"1,076"
N20002269,Downshire_West_E1,Royal Victoria Hospital,18.79,630
N20002270,Downshire_West_D4,Craigavon Area Hospital,14.34,249
N20002271,Downshire_West_D5,Craigavon Area Hospital,14.84,452
N20002272,Downshire_West_D6,Craigavon Area Hospital,13.57,542
N20002273,Downshire_West_C4,Craigavon Area Hospital,13.10,541
N20002274,Downshire_West_E2,Royal Victoria Hospital,18.55,512
N20002275,Downshire_West_C5,Craigavon Area Hospital,13.22,599
N20002276,Downshire_West_G2,Craigavon Area Hospital,18.60,492
N20002277,Downshire_West_B5,Royal Victoria Hospital,20.87,707
N20002278,Downshire_West_F1,Royal Victoria Hospital,19.02,385
N20002279,Downshire_West_F2,Royal Victoria Hospital,18.27,251
N20002280,Downshire_West_F3,Royal Victoria Hospital,19.30,439
N20002281,Downshire_West_E3,Royal Victoria Hospital,19.76,651
N20002282,Downshire_West_F4,Royal Victoria Hospital,19.30,420
N20002283,Downshire_West_F5,Royal Victoria Hospital,18.82,218
N20002284,Downshire_West_G3,Craigavon Area Hospital,19.20,838
N20002285,Downshire_West_G4,Royal Victoria Hospital,22.49,542
N20002286,Downshire_West_G5,Royal Victoria Hospital,24.24,387
N20002287,Killultagh_B1,Mater Hospital,17.09,531
N20002288,Killultagh_A1,Antrim Area Hospital,20.72,893
N20002289,Killultagh_B2,Royal Victoria Hospital,12.90,904
N20002290,Killultagh_A2,Royal Victoria Hospital,20.95,484
N20002291,Killultagh_A3,Royal Victoria Hospital,20.55,384
N20002292,Killultagh_A4,Royal Victoria Hospital,20.89,681
N20002293,Killultagh_C1,Royal Victoria Hospital,21.61,514
N20002294,Killultagh_C2,Royal Victoria Hospital,19.43,512
N20002295,Killultagh_C3,Craigavon Area Hospital,21.02,625
N20002296,Killultagh_B3,Royal Victoria Hospital,14.07,720
N20002297,Killultagh_B4,Royal Victoria Hospital,12.00,572
N20002298,Killultagh_C4,Royal Victoria Hospital,17.95,465
N20002299,Killultagh_C5,Craigavon Area Hospital,21.18,502
N20002300,Killultagh_F1,Craigavon Area Hospital,17.84,580
N20002301,Killultagh_G1,Royal Victoria Hospital,15.75,333
N20002302,Killultagh_G2,Royal Victoria Hospital,18.32,467
N20002303,Killultagh_F2,Craigavon Area Hospital,18.07,556
N20002304,Killultagh_F3,Craigavon Area Hospital,20.40,379
N20002305,Killultagh_D1,Royal Victoria Hospital,10.96,564
N20002306,Killultagh_D2,Royal Victoria Hospital,12.00,585
N20002307,Killultagh_D3,Royal Victoria Hospital,11.14,341
N20002308,Killultagh_E1,Royal Victoria Hospital,12.02,496
N20002309,Killultagh_E2,Royal Victoria Hospital,13.34,567
N20002310,Killultagh_D4,Royal Victoria Hospital,11.39,781
N20002311,Killultagh_G3,Royal Victoria Hospital,16.16,428
N20002312,Killultagh_E3,Royal Victoria Hospital,12.03,582
N20002313,Killultagh_E4,Royal Victoria Hospital,12.76,531
N20002314,Killultagh_E5,Royal Victoria Hospital,13.18,302
N20002315,Killultagh_E6,Royal Victoria Hospital,12.56,434
N20002316,Killultagh_E7,Royal Victoria Hospital,12.99,331
N20002317,Killultagh_C6,Craigavon Area Hospital,15.04,595
N20002318,Killultagh_G4,Craigavon Area Hospital,20.67,840
N20002319,Killultagh_F4,Craigavon Area Hospital,17.56,736
N20002320,Killultagh_H1,Craigavon Area Hospital,18.34,748
N20002321,Killultagh_H2,Craigavon Area Hospital,18.52,560
N20002322,Killultagh_H3,Craigavon Area Hospital,17.88,644
N20002323,Killultagh_H4,Craigavon Area Hospital,18.28,623
N20002324,Killultagh_G5,Royal Victoria Hospital,19.14,666
N20002325,Killultagh_H5,Craigavon Area Hospital,18.00,557
N20002326,Lisburn_South_A1,Royal Victoria Hospital,11.98,574
N20002327,Lisburn_South_A2,Royal Victoria Hospital,11.89,369
N20002328,Lisburn_South_A3,Royal Victoria Hospital,12.29,480
N20002329,Lisburn_South_B1,Royal Victoria Hospital,12.77,657
N20002330,Lisburn_South_C1,Royal Victoria Hospital,12.43,525
N20002331,Lisburn_South_C2,Royal Victoria Hospital,12.28,407
N20002332,Lisburn_South_B2,Royal Victoria Hospital,12.54,628
N20002333,Lisburn_South_C3,Royal Victoria Hospital,12.75,387
N20002334,Lisburn_South_B3,Royal Victoria Hospital,12.72,709
N20002335,Lisburn_South_B4,Royal Victoria Hospital,13.53,465
N20002336,Lisburn_South_E1,Royal Victoria Hospital,13.52,650
N20002337,Lisburn_South_C4,Royal Victoria Hospital,13.03,474
N20002338,Lisburn_South_C5,Royal Victoria Hospital,12.40,258
N20002339,Lisburn_South_C6,Royal Victoria Hospital,12.69,429
N20002340,Lisburn_South_D1,Royal Victoria Hospital,12.97,231
N20002341,Lisburn_South_D2,Royal Victoria Hospital,13.56,533
N20002342,Lisburn_South_G1,Royal Victoria Hospital,15.16,503
N20002343,Lisburn_South_C7,Royal Victoria Hospital,13.28,358
N20002344,Lisburn_South_E2,Royal Victoria Hospital,13.81,614
N20002345,Lisburn_South_D3,Royal Victoria Hospital,13.27,374
N20002346,Lisburn_South_F1,Royal Victoria Hospital,13.29,380
N20002347,Lisburn_South_D4,Royal Victoria Hospital,13.63,531
N20002348,Lisburn_South_D5,Royal Victoria Hospital,13.33,412
N20002349,Lisburn_South_E3,Royal Victoria Hospital,14.09,657
N20002350,Lisburn_South_F2,Royal Victoria Hospital,13.22,496
N20002351,Lisburn_South_G2,Royal Victoria Hospital,14.76,671
N20002352,Lisburn_South_F3,Royal Victoria Hospital,12.87,508
N20002353,Lisburn_South_E4,Royal Victoria Hospital,15.02,823
N20002354,Lisburn_South_H1,Royal Victoria Hospital,14.43,311
N20002355,Lisburn_South_H2,Royal Victoria Hospital,13.74,490
N20002356,Lisburn_South_J1,Royal Victoria Hospital,13.37,476
N20002357,Lisburn_South_H3,Royal Victoria Hospital,14.14,432
N20002358,Lisburn_South_E5,Royal Victoria Hospital,14.94,368
N20002359,Lisburn_South_H4,Royal Victoria Hospital,13.80,224
N20002360,Lisburn_South_E6,Royal Victoria Hospital,14.66,498
N20002361,Lisburn_South_G3,Royal Victoria Hospital,14.77,388
N20002362,Lisburn_South_H5,Royal Victoria Hospital,14.13,657
N20002363,Lisburn_South_H6,Royal Victoria Hospital,13.62,513
N20002364,Lisburn_South_G4,Royal Victoria Hospital,16.83,469
N20002365,Lisburn_South_K1,Royal Victoria Hospital,14.22,298
N20002366,Lisburn_South_J2,Royal Victoria Hospital,13.18,491
N20002367,Lisburn_South_G5,Royal Victoria Hospital,14.71,455
N20002368,Lisburn_South_K2,Royal Victoria Hospital,14.50,511
N20002369,Lisburn_South_G6,Royal Victoria Hospital,15.07,426
N20002370,Lisburn_South_K3,Royal Victoria Hospital,14.38,477
N20002371,Lisburn_South_K4,Royal Victoria Hospital,14.27,440
N20002372,Lisburn_South_J3,Royal Victoria Hospital,13.56,690
N20002373,Lisburn_South_J4,Royal Victoria Hospital,13.68,699
N20002374,Lisburn_South_K5,Royal Victoria Hospital,14.41,500
N20002375,Lisburn_South_K6,Royal Victoria Hospital,14.23,410
N20002376,Lisburn_North_A1,Royal Victoria Hospital,7.61,226
N20002377,Lisburn_North_B1,Royal Victoria Hospital,9.26,678
N20002378,Lisburn_North_D1,Royal Victoria Hospital,8.98,537
N20002379,Lisburn_North_A2,Royal Victoria Hospital,7.85,755
N20002380,Lisburn_North_C1,Royal Victoria Hospital,7.73,423
N20002381,Lisburn_North_B2,Royal Victoria Hospital,8.90,459
N20002382,Lisburn_North_C2,Royal Victoria Hospital,7.88,640
N20002383,Lisburn_North_A3,Royal Victoria Hospital,8.16,408
N20002384,Lisburn_North_B3,Royal Victoria Hospital,9.40,496
N20002385,Lisburn_North_D2,Royal Victoria Hospital,8.72,617
